  -3.20000005       5.83741926E-02           1
  -3.10000014      -4.15805206E-02           1
  -3.00000000     -0.141120002               1
  -2.90000010     -0.239249229               1
  -2.79999995     -0.334988207               1
  -2.70000005     -0.427379847               1
  -2.60000014     -0.515501261               1
  -2.50000000     -0.598472118               1
  -2.40000010     -0.675463140               1
  -2.29999995     -0.745705247               1
  -2.20000005     -0.808496356               1
  -2.10000014     -0.863209307               1
  -2.00000000     -0.909297407               1
  -1.89999998     -0.946300089               1
  -1.80000007     -0.973847628               1
  -1.70000005     -0.991664827               1
  -1.60000002     -0.999573588               1
  -1.50000000     -0.997494996               1
  -1.39999998     -0.985449731               1
  -1.30000007     -0.963558197               1
  -1.20000005     -0.932039082               1
  -1.10000002     -0.891207397               1
  -1.00000000     -0.841470957               1
 -0.900000036     -0.783326924               1
 -0.800000012     -0.717356086               1
 -0.699999988     -0.644217670               1
 -0.600000024     -0.564642489               1
 -0.500000000     -0.479425550               1
 -0.400000006     -0.389418334               1
 -0.300000012     -0.295520216               1
 -0.200000003     -0.198669329               1
 -0.100000001      -9.98334214E-02           1
   0.00000000       0.00000000               1
  0.100000001       9.98334214E-02           1
  0.200000003      0.198669329               1
  0.300000012      0.295520216               1
  0.400000006      0.389418334               1
  0.500000000      0.479425550               1
  0.600000024      0.564642489               1
  0.699999988      0.644217670               1
  0.800000012      0.717356086               1
  0.900000036      0.783326924               1
   1.00000000      0.841470957               1
   1.10000002      0.891207397               1
   1.20000005      0.932039082               1
   1.30000007      0.963558197               1
   1.39999998      0.985449731               1
   1.50000000      0.997494996               1
   1.60000002      0.999573588               1
   1.70000005      0.991664827               1
   1.80000007      0.973847628               1
   1.89999998      0.946300089               1
   2.00000000      0.909297407               1
   2.10000014      0.863209307               1
   2.20000005      0.808496356               1
   2.29999995      0.745705247               1
   2.40000010      0.675463140               1
   2.50000000      0.598472118               1
   2.60000014      0.515501261               1
   2.70000005      0.427379847               1
   2.79999995      0.334988207               1
   2.90000010      0.239249229               1
   3.00000000      0.141120002               1
   3.10000014       4.15805206E-02           1
   3.20000005      -5.83741926E-02           1
  
  -3.20000005       5.77891283E-02           2
  -3.10000014      -4.19834852E-02           2
  -3.00000000     -0.141393393               2
  -2.90000010     -0.239431605               2
  -2.79999995     -0.335107893               2
  -2.70000005     -0.427457094               2
  -2.60000014     -0.515550315               2
  -2.50000000     -0.598502457               2
  -2.40000010     -0.675481498               2
  -2.29999995     -0.745716155               2
  -2.20000005     -0.808502674               2
  -2.10000014     -0.863212645               2
  -2.00000000     -0.909299374               2
  -1.89999998     -0.946300983               2
  -1.80000007     -0.973848104               2
  -1.70000005     -0.991665125               2
  -1.60000002     -0.999573767               2
  -1.50000000     -0.997494996               2
  -1.39999998     -0.985449553               2
  -1.30000007     -0.963558257               2
  -1.20000005     -0.932039082               2
  -1.10000002     -0.891207337               2
  -1.00000000     -0.841471016               2
 -0.900000036     -0.783326924               2
 -0.800000012     -0.717356086               2
 -0.699999988     -0.644217670               2
 -0.600000024     -0.564642429               2
 -0.500000000     -0.479425520               2
 -0.400000006     -0.389418364               2
 -0.300000012     -0.295520216               2
 -0.200000003     -0.198669329               2
 -0.100000001      -9.98334140E-02           2
   0.00000000       0.00000000               2
  0.100000001       9.98334140E-02           2
  0.200000003      0.198669329               2
  0.300000012      0.295520216               2
  0.400000006      0.389418364               2
  0.500000000      0.479425520               2
  0.600000024      0.564642429               2
  0.699999988      0.644217670               2
  0.800000012      0.717356086               2
  0.900000036      0.783326924               2
   1.00000000      0.841471016               2
   1.10000002      0.891207337               2
   1.20000005      0.932039082               2
   1.30000007      0.963558257               2
   1.39999998      0.985449553               2
   1.50000000      0.997494996               2
   1.60000002      0.999573767               2
   1.70000005      0.991665125               2
   1.80000007      0.973848104               2
   1.89999998      0.946300983               2
   2.00000000      0.909299374               2
   2.10000014      0.863212645               2
   2.20000005      0.808502674               2
   2.29999995      0.745716155               2
   2.40000010      0.675481498               2
   2.50000000      0.598502457               2
   2.60000014      0.515550315               2
   2.70000005      0.427457094               2
   2.79999995      0.335107893               2
   2.90000010      0.239431605               2
   3.00000000      0.141393393               2
   3.10000014       4.19834852E-02           2
   3.20000005      -5.77891283E-02           2
